acc_x_mean,acc_x_std,acc_x_max,acc_x_min,acc_y_mean,acc_y_std,acc_y_max,acc_y_min,acc_z_mean,acc_z_std,acc_z_max,acc_z_min,mag_mean,mag_std,mag_max,label,source,subject_id,activity_detail
-0.005319999999999996,0.08545389166094192,0.251,-0.177,-0.8801299999999999,0.12592014572736168,-0.581,-1.099,-0.39807000000000003,0.25520937502372437,-0.05,-0.764,1.004310871542367,0.11298935039113701,1.2248983631305905,0,kfall,kfall_SA06,T02
0.039084999999999995,0.039731068133137315,0.159,-0.072,-0.843955,0.08808843837303508,-0.581,-0.986,-0.56568,0.104593248348065,-0.255,-0.764,1.0227024900801438,0.0902166103545968,1.2248983631305905,0,kfall,kfall_SA06,T02
0.03338499999999999,0.019995918958627533,0.08,-0.009,-0.87563,0.01740296239150105,-0.84,-0.907,-0.48685,0.014778616308707674,-0.452,-0.523,1.0027186150713587,0.01848956433712081,1.0431476405571745,0,kfall,kfall_SA06,T02
0.019785,0.02945129496304025,0.08,-0.045,-0.90628,0.05152777503444137,-0.845,-1.119,-0.521905,0.067690516137787,-0.452,-0.715,1.0472001996896871,0.0748060944701681,1.3104831170221156,0,kfall,kfall_SA06,T02
-0.037895000000000005,0.07634057882279907,0.081,-0.261,-0.9052199999999999,0.11939661469237726,-0.584,-1.16,-0.38096500000000005,0.21394233750008435,-0.003,-0.715,1.0053279091003327,0.14547908847649935,1.3104831170221156,0,kfall,kfall_SA06,T02
-0.060224999999999994,0.06517541235005728,0.081,-0.261,-0.943035,0.1254319886432484,-0.584,-1.16,-0.10448999999999999,0.13070772700953837,0.018,-0.583,0.9636579701943607,0.11085606199430201,1.1736238750127743,0,kfall,kfall_SA06,T02
-0.049964999999999996,0.057854245954813026,0.211,-0.182,-0.96588,0.08985897617934448,-0.659,-1.124,-0.070705,0.1010027622147038,0.0279999999999999,-0.445,0.978343335620142,0.06991064044660182,1.1271388556872664,0,kfall,kfall_SA06,T02
-0.0075049999999999995,0.08372365242271744,0.211,-0.196,-0.8593900000000001,0.13106932478654187,-0.579,-1.124,-0.40873,0.2935184612592537,-0.019,-0.841,1.0004851814214013,0.12263366893388476,1.2522156363821688,0,kfall,kfall_SA06,T02
0.016409999999999994,0.05401668168260615,0.198,-0.196,-0.82,0.08692859138396297,-0.579,-0.99,-0.61581,0.10134911889108854,-0.472,-0.841,1.0310858374727783,0.09746417681927783,1.2522156363821688,0,kfall,kfall_SA06,T02
-0.001134999999999996,0.022290732939946132,0.068,-0.0579999999999999,-0.84839,0.04045674109465566,-0.722,-1.008,-0.544225,0.026716181894125512,-0.414,-0.628,1.0082714055488922,0.04673203133249895,1.1887173759981808,0,kfall,kfall_SA06,T02
-0.02201999999999999,0.043030682076862316,0.07,-0.183,-0.8791100000000001,0.1306630701460822,-0.537,-1.244,-0.45321,0.1790808362164975,0.012,-0.725,1.0019048297146902,0.1609338752232661,1.417812399437951,0,kfall,kfall_SA06,T02
-0.051145,0.053679642090833646,0.07,-0.221,-0.956985,0.13394205752861943,-0.537,-1.244,-0.198825,0.23351277133167683,0.0579999999999999,-0.725,1.004220156697384,0.15766912152568563,1.417812399437951,0,kfall,kfall_SA06,T02
-0.03233,0.043649296672455096,0.1009999999999999,-0.111,-0.97126,0.09657573401222481,-0.625,-1.16,-0.07903499999999998,0.10721167741901999,0.011,-0.45,0.9835705712036577,0.07715670069482312,1.1616234329592356,0,kfall,kfall_SA06,T02
0.015299999999999994,0.0726063358116907,0.196,-0.111,-0.8521199999999999,0.15006480466785008,-0.5489999999999999,-1.16,-0.42396,0.29119393606323607,0.011,-0.846,1.0022407169036327,0.1190934313070728,1.2189118097713223,0,kfall,kfall_SA06,T02
0.029379999999999996,0.05678023952045288,0.196,-0.071,-0.804535,0.09459682222463925,-0.5489999999999999,-0.928,-0.622325,0.09853318920546518,-0.4920000000000001,-0.846,1.0244692038854277,0.08816093403746199,1.2189118097713223,0,kfall,kfall_SA06,T02
0.011874999999999998,0.014736667703385315,0.053,-0.043,-0.862985,0.07647486368081997,-0.779,-1.177,-0.55097,0.026006904852365648,-0.496,-0.665,1.0243187044909847,0.07723465303806873,1.3479833085020008,0,kfall,kfall_SA06,T02
-0.008985,0.06572758001782812,0.123,-0.308,-0.8887649999999999,0.10462901019793698,-0.68,-1.177,-0.42585,0.19944018526866647,0.143,-0.665,1.0047652341195563,0.12970248380302088,1.3479833085020008,0,kfall,kfall_SA06,T02
-0.035525,0.07384815078930548,0.123,-0.308,-0.9477,0.10461051572380282,-0.68,-1.204,-0.16918,0.20129120099994435,0.143,-0.65,0.9861370819189896,0.11165975400429545,1.295115438870219,0,kfall,kfall_SA06,T02
-0.03530499999999999,0.08374020524813633,0.312,-0.3,-0.919225,0.12874530816693863,-0.642,-1.142,-0.17747,0.22450122293653546,0.032,-0.7490000000000001,0.9720114377247319,0.08306012841490164,1.1436927034828892,0,kfall,kfall_SA06,T02
-0.01214,0.0856105741132484,0.312,-0.3,-0.84516,0.12095521650594489,-0.642,-1.142,-0.48351999999999995,0.2328911110368964,0.032,-0.81,1.002333568083037,0.14056819801764525,1.3386388609330002,0,kfall,kfall_SA06,T02
0.0022399999999999985,0.020282563940488385,0.087,-0.06,-0.8488800000000001,0.07709809076754105,-0.696,-1.077,-0.593995,0.0840696435998155,-0.491,-0.81,1.0372352999777106,0.10487357856080137,1.3386388609330002,0,kfall,kfall_SA06,T02
-0.003889999999999998,0.03166272098225292,0.06,-0.103,-0.8608449999999999,0.06760703347285696,-0.7020000000000001,-1.098,-0.560665,0.08965925928201728,-0.255,-0.782,1.0290830913082443,0.10007247965083961,1.3290613228892036,0,kfall,kfall_SA06,T02
-0.055424999999999995,0.07251044321337442,0.06,-0.2269999999999999,-0.910735,0.10060762781717894,-0.7020000000000001,-1.098,-0.333095,0.25863046219461466,0.04,-0.782,1.004833681452843,0.1266534548203348,1.3290613228892036,0,kfall,kfall_SA06,T02
-0.028594999999999995,0.07765733046532051,0.354,-0.213,-0.9372399999999999,0.11810674155186908,-0.633,-1.067,-0.11342,0.196106459863004,0.049,-0.6920000000000001,0.9720558102644713,0.07513785152027025,1.0795174848051328,0,kfall,kfall_SA06,T02
0.00748,0.08857838110961386,0.354,-0.213,-0.878585,0.11945473106997478,-0.633,-1.067,-0.423495,0.24003885097000444,-0.032,-0.757,1.007715917207939,0.12473335642787013,1.2725494096497785,0,kfall,kfall_SA06,T02
0.018965,0.039437846987380024,0.159,-0.049,-0.871585,0.07411209601003063,-0.716,-1.043,-0.55963,0.07356590990397657,-0.483,-0.757,1.0381262429618947,0.08921666701811433,1.2725494096497785,0,kfall,kfall_SA06,T02
0.00631,0.042507221739370354,0.07,-0.225,-0.8789250000000002,0.11482138030436667,-0.49,-1.123,-0.49912999999999996,0.11549784889771758,-0.037,-0.682,1.0141892226037266,0.14639165192882048,1.306240406663337,0,kfall,kfall_SA06,T02
-0.033850000000000005,0.08119758309210934,0.07,-0.3,-0.9359999999999999,0.13542023482478532,-0.49,-1.133,-0.2818,0.24012913192696966,0.071,-0.682,1.0067542661994096,0.16028910595947635,1.306240406663337,0,kfall,kfall_SA06,T02
-0.018314999999999994,0.05986239032146978,0.126,-0.139,-0.8571949999999999,0.1405949749279824,-0.515,-1.042,-0.43906000000000006,0.2603530034395609,-0.017,-0.792,1.0005986680168606,0.13352466275143499,1.2348639601186844,0,kfall,kfall_SA06,T03
-0.001839999999999995,0.046339771255369824,0.126,-0.115,-0.8633299999999999,0.1118362691616633,-0.591,-1.19,-0.61041,0.14381179332725116,-0.212,-0.813,1.0649332117931283,0.13855054824854438,1.4412539679043384,0,kfall,kfall_SA06,T03
-0.04205499999999999,0.03297289758271177,0.043,-0.119,-0.9222649999999999,0.11445752388986928,-0.715,-1.19,-0.31299999999999994,0.2651170873406692,0.0279999999999999,-0.813,1.006409142367612,0.14807362411613828,1.4412539679043384,0,kfall,kfall_SA06,T03
-0.04979999999999998,0.04205615293866047,0.0969999999999999,-0.11,-0.93001,0.14328691461539675,-0.5579999999999999,-1.06,-0.15034,0.20858320737777525,0.01,-0.8059999999999999,0.9735603445564643,0.08937463570330383,1.119550356169833,0,kfall,kfall_SA06,T03
0.04186999999999999,0.09158888087535516,0.1939999999999999,-0.11,-0.7453,0.1762069521897476,-0.524,-1.06,-0.5660200000000001,0.31305140089129135,-0.053,-0.97,1.0000777653683857,0.1220118158859048,1.2660185622651825,0,kfall,kfall_SA06,T03
0.09598,0.0755892161620955,0.231,-0.127,-0.683015,0.11110114659624357,-0.524,-0.8590000000000001,-0.7584099999999999,0.1996666269059504,-0.185,-1.043,1.0451230387940675,0.12864357264105436,1.3470270969806064,0,kfall,kfall_SA06,T03
0.008339999999999992,0.09419837790535461,0.231,-0.127,-0.851535,0.15399681417159253,-0.541,-1.062,-0.36361999999999994,0.3680534004733552,0.04,-1.043,1.005244204530203,0.1222156465369275,1.3470270969806064,0,kfall,kfall_SA06,T03
-0.033734999999999994,0.06054605499122134,0.142,-0.118,-0.841545,0.22435647522413968,-0.3379999999999999,-1.06,-0.30972500000000003,0.3019390325463073,0.017,-0.922,0.9707338785929016,0.09005654863463122,1.1222869508285302,0,kfall,kfall_SA06,T03
0.018719999999999994,0.061996625714630625,0.142,-0.118,-0.6829149999999998,0.15260156544085648,-0.3379999999999999,-1.06,-0.6814,0.20307363196633876,-0.0289999999999999,-0.955,0.9933545530077074,0.11245331039528345,1.1772043153165894,0,kfall,kfall_SA06,T03
0.013630000000000005,0.046234544444603315,0.12,-0.1119999999999999,-0.769485,0.12027015330080859,-0.608,-1.095,-0.6562250000000001,0.2438545352766686,-0.1169999999999999,-0.955,1.035239419961239,0.1651396783281292,1.4411401736125464,0,kfall,kfall_SA06,T03
-0.04253,0.0470257280645393,0.054,-0.153,-0.924225,0.11688479103373543,-0.62,-1.095,-0.272295,0.30929131571222623,0.04,-0.936,1.0084115717684918,0.15743542143812334,1.4411401736125464,0,kfall,kfall_SA06,T03
-0.028195,0.07685679524284109,0.151,-0.173,-0.9086949999999999,0.12038497404161366,-0.598,-1.026,-0.256445,0.2761301268876687,0.013,-0.804,0.9882497156614007,0.1108848704520176,1.1889264064692988,0,kfall,kfall_SA06,T03
0.011179999999999999,0.06898585072317366,0.151,-0.173,-0.8073349999999999,0.07017066890802738,-0.598,-1.009,-0.558135,0.18898432944294613,-0.018,-0.804,0.9977169510759719,0.11570827773183054,1.1889264064692988,0,kfall,kfall_SA06,T03
0.010104999999999996,0.01673092869508444,0.084,-0.02,-0.8414699999999999,0.09588549994655084,-0.7709999999999999,-1.183,-0.642435,0.06339286848692052,-0.588,-0.862,1.0592768767791327,0.11100319058948699,1.4553772706758892,0,kfall,kfall_SA06,T03
-0.019225000000000003,0.04195419377130253,0.035,-0.179,-0.8686499999999999,0.12204969274848666,-0.679,-1.183,-0.451925,0.23530369605044454,0.005,-0.862,1.002682328694585,0.16065767247039348,1.4553772706758892,0,kfall,kfall_SA06,T03
-0.05432499999999999,0.036092095741311565,0.023,-0.179,-0.9328350000000001,0.11247554300824689,-0.679,-1.06,-0.128555,0.18413559399257928,0.046,-0.667,0.9631859781948202,0.09894850382338968,1.1412230281588258,0,kfall,kfall_SA06,T03
-0.04437999999999999,0.048920094030980764,0.1119999999999999,-0.114,-0.9296899999999999,0.10817131736278336,-0.696,-1.046,-0.17367999999999997,0.22397519416221076,0.016,-0.7609999999999999,0.9777485069773596,0.06873701407207362,1.100348126730809,0,kfall,kfall_SA06,T03
0.02269,0.06994550664624569,0.138,-0.114,-0.82546,0.08688439675799099,-0.696,-1.046,-0.5083249999999999,0.23582917413882448,-0.0579999999999999,-0.7609999999999999,1.0004076414105956,0.08680193550428061,1.1159430989078252,0,kfall,kfall_SA06,T03
0.05289,0.03466811070710373,0.138,-0.053,-0.842055,0.09293633291130007,-0.706,-1.154,-0.654035,0.08115894143592559,-0.405,-0.845,1.070333101517891,0.10212062375001525,1.425990883561322,0,kfall,kfall_SA06,T03
-0.008260000000000003,0.0516637435732255,0.08,-0.132,-0.892945,0.11655553172200794,-0.6759999999999999,-1.154,-0.385625,0.2605904725330533,-0.005,-0.845,1.0039984255389296,0.14924654607511256,1.425990883561322,0,kfall,kfall_SA06,T03
-0.05334,0.023927900033224814,0.01,-0.132,-0.951865,0.10294856373451743,-0.6759999999999999,-1.073,-0.06480000000000001,0.11022263832806761,0.05,-0.4039999999999999,0.9635355975379489,0.08950031998371541,1.0830784828441564,0,kfall,kfall_SA06,T03
-0.06601,0.1520041772452323,0.3879999999999999,-1.304,-0.9971450000000001,0.7023538096821289,0.5429999999999999,-3.424,-0.10237500000000001,0.18620559705604986,0.75,-0.968,1.0552269269357502,0.6683643562232602,3.5606124473185785,0,kfall,kfall_SA06,T04
-0.07096999999999999,0.0862698620608611,0.191,-0.63,-0.9765649999999999,0.6736433075263198,0.546,-3.943,-0.095305,0.1383290351842302,0.248,-0.622,1.0259070363038711,0.6290361300133784,3.973544261739134,0,kfall,kfall_SA06,T04
-0.08585,0.14037630676150445,0.457,-0.687,-0.9942200000000001,0.7019971236408309,0.546,-3.943,-0.10734,0.17423502632938073,0.508,-0.81,1.053129368351705,0.6641892452570571,3.973544261739134,0,kfall,kfall_SA06,T04
-0.07293999999999999,0.1042982089970868,0.316,-0.4679999999999999,-1.013595,0.7050365883945315,0.507,-3.791,-0.07388499999999999,0.16342010823335051,0.381,-1.254,1.0631074539865386,0.6652950031965216,3.799316122672605,0,kfall,kfall_SA06,T04
-0.08196999999999999,0.10932561044878734,0.316,-0.4679999999999999,-0.9967249999999999,0.7100490471615324,0.507,-3.791,-0.09280999999999999,0.159694439164299,0.381,-1.254,1.0486185192930022,0.6714288912429608,3.799316122672605,0,kfall,kfall_SA06,T04
-0.07244999999999999,0.08156302777607019,0.321,-0.282,-0.94155,0.6067936119472584,0.349,-3.199,-0.08640999999999999,0.1184329426299963,0.193,-0.552,0.9864023283179634,0.5613554281281161,3.2386240905668564,0,kfall,kfall_SA06,T04
-0.086755,0.143338393234332,0.337,-1.055,-0.997525,0.7062129985882446,0.349,-3.787,-0.09453000000000002,0.16861497294131383,0.4379999999999999,-1.143,1.0500930600566722,0.6756750293009309,3.844443002568773,0,kfall,kfall_SA06,T04
-0.061659999999999986,0.08353211597942434,0.306,-0.255,-0.9292,0.6074538171746063,0.366,-2.639,-0.07657499999999999,0.1263806724740773,0.25,-0.539,0.98083725100572,0.5504420423982367,2.6479097416641677,0,kfall,kfall_SA06,T04
-0.07092000000000001,0.1447706240920443,0.784,-0.747,-0.998665,0.7233164471896102,0.366,-3.498,-0.08910999999999998,0.15717480046114263,0.357,-0.782,1.0573019375477026,0.6791640213217085,3.5417290974889655,0,kfall,kfall_SA06,T04
-0.09229,0.1170534318164145,0.784,-0.747,-1.07298,0.3793972582926767,-0.359,-3.498,-0.04148999999999999,0.1000383421493979,0.357,-0.782,1.0839250589229894,0.39278857753095847,3.5417290974889655,0,kfall,kfall_SA06,T04
0.012685000000000002,0.10657793287074017,0.526,-0.163,-0.944795,0.23646972951098835,-0.561,-1.955,-0.18048000000000003,0.2993319054160448,0.69,-0.688,1.007416735271356,0.25953695593345244,2.107191021241311,0,kfall,kfall_SA06,T05
-0.03071999999999999,0.13802815509887828,0.526,-0.246,-1.011755,0.18559699613679095,-0.698,-1.955,0.045305,0.35940823860201093,0.69,-0.688,1.0783811731939332,0.21543162558193674,2.107191021241311,0,kfall,kfall_SA06,T05
-0.10989499999999999,0.056767455245060966,0.067,-0.246,-0.983115,0.05242787211970366,-0.768,-1.105,0.2106,0.11178680601931518,0.473,0.037,1.0188836265879981,0.05734148124079701,1.1810618104062123,0,kfall,kfall_SA06,T05
-0.08058999999999998,0.0662373904981167,0.316,-0.1939999999999999,-0.97816,0.038202806179651244,-0.867,-1.14,0.2694,0.11614120715749428,0.496,0.096,1.0262498479393811,0.04488841280773027,1.2403971138308891,0,kfall,kfall_SA06,T05
-0.027934999999999998,0.108742635497766,0.33,-0.211,-1.023765,0.2041729163601284,-0.505,-1.751,0.13232,0.3116033337433988,0.496,-0.613,1.0822692367372229,0.21374096287850197,1.85410086025545,0,kfall,kfall_SA06,T05
-0.02435,0.0914948495818207,0.33,-0.211,-0.971655,0.2781240298410046,-0.2,-1.751,-0.10574,0.21471337266225407,0.34,-0.613,1.0026033775837155,0.28722794477161423,1.85410086025545,0,kfall,kfall_SA06,T05
-0.046305,0.05457043132503169,0.115,-0.127,-0.890205,0.15196461092965033,-0.6,-1.047,-0.24052500000000002,0.27748664720126626,0.034,-0.7240000000000001,0.972880792885296,0.09504918639776766,1.1618110861925874,0,kfall,kfall_SA06,T05
0.010509999999999999,0.07578878479036327,0.15,-0.242,-0.894315,0.2663153502429028,-0.6,-2.415,-0.27455,0.33650668269738715,0.606,-0.7240000000000001,1.001364619669185,0.2499218547362129,2.491799550525684,0,kfall,kfall_SA06,T05
-0.034104999999999996,0.10593122285237719,0.184,-0.244,-0.994555,0.22641295672951225,-0.684,-2.415,0.104695,0.3104805178670636,0.606,-0.633,1.051759835841872,0.23226599559530497,2.491799550525684,0,kfall,kfall_SA06,T05
-0.10817999999999998,0.06670627856506461,0.184,-0.244,-0.96595,0.06611775480156597,-0.767,-1.194,0.27844499999999994,0.11116963153217699,0.555,0.048,1.0197218352901825,0.06034304957840577,1.2593347450142078,0,kfall,kfall_SA06,T05
-0.08504499999999998,0.0791596676028898,0.171,-0.259,-0.9758100000000001,0.06351325767113507,-0.871,-1.306,0.28655,0.11145953301535046,0.528,0.108,1.0301988709026804,0.05442803864592766,1.3284490957503792,0,kfall,kfall_SA06,T05
-0.01648,0.10700368965601138,0.25,-0.259,-1.02769,0.15851468039270056,-0.715,-1.544,0.11764,0.2762980644159492,0.528,-0.484,1.0761176652989226,0.1585735804968656,1.6105880913504855,0,kfall,kfall_SA06,T05
-0.021125,0.09560151345559335,0.25,-0.198,-0.9611,0.20114114447322806,-0.565,-1.544,-0.12542,0.19732225824777092,0.258,-0.484,0.9937035501929333,0.20242625653299162,1.6105880913504855,0,kfall,kfall_SA06,T05
-0.068975,0.04236147276712649,0.073,-0.192,-0.9325999999999999,0.12232146173096524,-0.565,-1.2,-0.077755,0.12292719379779235,0.0579999999999999,-0.3829999999999999,0.9493106047640234,0.10594175608589981,1.2154443631857446,0,kfall,kfall_SA06,T05
-0.02503,0.057478509897178086,0.136,-0.111,-0.924785,0.16743535700383,-0.579,-1.259,-0.257955,0.252817489456327,0.0289999999999999,-0.675,0.9974675048424327,0.1506924576195212,1.3792073810707364,0,kfall,kfall_SA06,T05
0.032749999999999994,0.07538943891554041,0.237,-0.225,-0.9161499999999999,0.21358133696556916,-0.579,-1.945,-0.21584,0.3407600539969437,0.687,-0.675,1.0043690938932652,0.21366090712159158,2.069193804359563,0,kfall,kfall_SA06,T05
-0.02579499999999999,0.10815915576131314,0.237,-0.2269999999999999,-0.9679099999999999,0.14702051523511947,-0.721,-1.945,0.196425,0.26232629371643246,0.687,-0.465,1.0264777444087023,0.15674785559497403,2.069193804359563,0,kfall,kfall_SA06,T05
-0.0967,0.05608243931927355,0.115,-0.2269999999999999,-0.9587699999999998,0.04994934534105526,-0.8140000000000001,-1.124,0.29582,0.1298932931293991,0.5489999999999999,0.103,1.0181147071507808,0.04533390655215512,1.2181042648312173,0,kfall,kfall_SA06,T05
-0.04499,0.1064146131882271,0.292,-0.28,-0.98407,0.08307325141102881,-0.737,-1.24,0.2402,0.10495851561450362,0.523,0.02,1.025493950359658,0.07561473253105466,1.2441483030571556,0,kfall,kfall_SA06,T05
0.02265,0.14763118742325415,0.737,-0.28,-1.011095,0.17884643126157146,-0.645,-1.501,0.014070000000000001,0.29024569781479964,0.491,-0.449,1.0635277239307177,0.1730793038775781,1.5691816338461269,0,kfall,kfall_SA06,T05
-0.0075399999999999955,0.1377839192358818,0.737,-0.267,-0.9657400000000002,0.21151574976819104,-0.5429999999999999,-1.501,-0.14453999999999997,0.1829063651161435,0.436,-0.449,1.0023453364094834,0.21467253335757652,1.5691816338461269,0,kfall,kfall_SA06,T05
